Date,Date_quarter,ID,Holding,pct_holding,Price,eqy_shares_total,MarketCap,HoldingValue
2017-01-03,2017Q1,AGUAS-A,IAM,0.501,349.89,6140.335714,2148442.0629714597,1076369.4735487013
2017-01-04,2017Q1,AGUAS-A,IAM,0.501,355.46,6140.335714,2182643.7328984397,1093504.5101821183
2017-01-05,2017Q1,AGUAS-A,IAM,0.501,374.64,6140.335714,2300415.37189296,1152508.1013183729
2017-01-06,2017Q1,AGUAS-A,IAM,0.501,372.48,6140.335714,2287152.24675072,1145863.2756221106
2017-01-07,2017Q1,AGUAS-A,IAM,0.501,372.48,6140.335714,2287152.24675072,1145863.2756221106
2017-01-08,2017Q1,AGUAS-A,IAM,0.501,372.48,6140.335714,2287152.24675072,1145863.2756221106
2017-01-09,2017Q1,AGUAS-A,IAM,0.501,369.15,6140.335714,2266704.9288231,1135619.169340373
2017-01-10,2017Q1,AGUAS-A,IAM,0.501,365.87,6140.335714,2246564.62768118,1125528.878468271
2017-01-11,2017Q1,AGUAS-A,IAM,0.501,367.62,6140.335714,2257310.21518068,1130912.4178055208
2017-01-12,2017Q1,AGUAS-A,IAM,0.501,375.61,6140.335714,2306371.49753554,1155492.1202653055
2017-01-13,2017Q1,AGUAS-A,IAM,0.501,364.72,6140.335714,2239503.24161008,1121991.12404665
2017-01-14,2017Q1,AGUAS-A,IAM,0.501,364.72,6140.335714,2239503.24161008,1121991.12404665
2017-01-15,2017Q1,AGUAS-A,IAM,0.501,364.72,6140.335714,2239503.24161008,1121991.12404665
2017-01-16,2017Q1,AGUAS-A,IAM,0.501,362.02,6140.335714,2222924.33518228,1113685.091926322
2017-01-17,2017Q1,AGUAS-A,IAM,0.501,361.11,6140.335714,2217336.62968254,1110885.6514709524
2017-01-18,2017Q1,AGUAS-A,IAM,0.501,361.89,6140.335714,2222126.09153946,1113285.1718612693
2017-01-19,2017Q1,AGUAS-A,IAM,0.501,360.8,6140.335714,2215433.1256112,1109931.9959312112
2017-01-20,2017Q1,AGUAS-A,IAM,0.501,356.91,6140.335714,2191547.2196837403,1097965.1570615538
2017-01-21,2017Q1,AGUAS-A,IAM,0.501,356.91,6140.335714,2191547.2196837403,1097965.1570615538
2017-01-22,2017Q1,AGUAS-A,IAM,0.501,356.91,6140.335714,2191547.2196837403,1097965.1570615538
2017-01-23,2017Q1,AGUAS-A,IAM,0.501,351.86,6140.335714,2160538.52432804,1082429.800688348
2017-01-24,2017Q1,AGUAS-A,IAM,0.501,353.1,6140.335714,2168152.5406134003,1086244.4228473136
2017-01-25,2017Q1,AGUAS-A,IAM,0.501,357.82,6140.335714,2197134.9251834797,1100764.5975169232
2017-01-26,2017Q1,AGUAS-A,IAM,0.501,360.6,6140.335714,2214205.0584684,1109316.7342926685
2017-01-27,2017Q1,AGUAS-A,IAM,0.501,356.1,6140.335714,2186573.5477554,1095473.3474254555
2017-01-28,2017Q1,AGUAS-A,IAM,0.501,356.1,6140.335714,2186573.5477554,1095473.3474254555
2017-01-29,2017Q1,AGUAS-A,IAM,0.501,356.1,6140.335714,2186573.5477554,1095473.3474254555
2017-01-30,2017Q1,AGUAS-A,IAM,0.501,356.21,6140.335714,2187248.9846839397,1095811.7413266539
2017-01-31,2017Q1,AGUAS-A,IAM,0.501,351.93,6140.335714,2160968.34782802,1082645.142261838
2017-02-01,2017Q1,AGUAS-A,IAM,0.501,351.63,6140.335714,2159126.2471138197,1081722.2498040237
2017-02-02,2017Q1,AGUAS-A,IAM,0.501,350.15,6140.335714,2150038.5502571,1077169.313678807
2017-02-03,2017Q1,AGUAS-A,IAM,0.501,354.37,6140.335714,2175950.76697018,1090151.3342520602
2017-02-04,2017Q1,AGUAS-A,IAM,0.501,354.37,6140.335714,2175950.76697018,1090151.3342520602
2017-02-05,2017Q1,AGUAS-A,IAM,0.501,354.37,6140.335714,2175950.76697018,1090151.3342520602
2017-02-06,2017Q1,AGUAS-A,IAM,0.501,348.39,6140.335714,2139231.5594004598,1071755.0112596303
2017-02-07,2017Q1,AGUAS-A,IAM,0.501,345.24,6140.335714,2119889.5019013598,1062064.6404525812
2017-02-08,2017Q1,AGUAS-A,IAM,0.501,342.39,6140.335714,2102389.54511646,1053297.1621033465
2017-02-09,2017Q1,AGUAS-A,IAM,0.501,343.82,6140.335714,2111170.22518748,1057696.2828189274
2017-02-10,2017Q1,AGUAS-A,IAM,0.501,349.91,6140.335714,2148564.86968574,1076430.999712556
2017-02-11,2017Q1,AGUAS-A,IAM,0.501,349.91,6140.335714,2148564.86968574,1076430.999712556
2017-02-12,2017Q1,AGUAS-A,IAM,0.501,349.91,6140.335714,2148564.86968574,1076430.999712556
2017-02-13,2017Q1,AGUAS-A,IAM,0.501,349.28,6140.335714,2144696.4581859196,1074492.9255511458
2017-02-14,2017Q1,AGUAS-A,IAM,0.501,347.91,6140.335714,2136284.19825774,1070278.383327128
2017-02-15,2017Q1,AGUAS-A,IAM,0.501,347.56,6140.335714,2134135.08075784,1069201.6754596778
2017-02-16,2017Q1,AGUAS-A,IAM,0.501,348.97,6140.335714,2142792.95411458,1073539.2700114045
2017-02-17,2017Q1,AGUAS-A,IAM,0.501,347.68,6140.335714,2134871.92104352,1069570.8324428035
2017-02-18,2017Q1,AGUAS-A,IAM,0.501,347.68,6140.335714,2134871.92104352,1069570.8324428035
2017-02-19,2017Q1,AGUAS-A,IAM,0.501,347.68,6140.335714,2134871.92104352,1069570.8324428035
2017-02-20,2017Q1,AGUAS-A,IAM,0.501,349.01,6140.335714,2143038.5675431397,1073662.3223391129
2017-02-21,2017Q1,AGUAS-A,IAM,0.501,347.68,6140.335714,2134871.92104352,1069570.8324428035
2017-02-22,2017Q1,AGUAS-A,IAM,0.501,345.96,6140.335714,2124310.54361544,1064279.5823513353
2017-02-23,2017Q1,AGUAS-A,IAM,0.501,346.01,6140.335714,2124617.56040114,1064433.397760971
2017-02-24,2017Q1,AGUAS-A,IAM,0.501,342.29,6140.335714,2101775.51154506,1052989.5312840752
2017-02-25,2017Q1,AGUAS-A,IAM,0.501,342.29,6140.335714,2101775.51154506,1052989.5312840752
2017-02-26,2017Q1,AGUAS-A,IAM,0.501,342.29,6140.335714,2101775.51154506,1052989.5312840752
2017-02-27,2017Q1,AGUAS-A,IAM,0.501,344.65,6140.335714,2116266.7038300997,1060249.61861888
2017-02-28,2017Q1,AGUAS-A,IAM,0.501,350.16,6140.335714,2150099.95361424,1077200.0767607342
2017-03-01,2017Q1,AGUAS-A,IAM,0.501,355.96,6140.335714,2185713.90075544,1095042.6642784753
2017-03-02,2017Q1,AGUAS-A,IAM,0.501,357.89,6140.335714,2197564.74868346,1100979.9390904135
2017-03-03,2017Q1,AGUAS-A,IAM,0.501,360.75,6140.335714,2215126.1088255,1109778.1805215755
2017-03-04,2017Q1,AGUAS-A,IAM,0.501,360.75,6140.335714,2215126.1088255,1109778.1805215755
2017-03-05,2017Q1,AGUAS-A,IAM,0.501,360.75,6140.335714,2215126.1088255,1109778.1805215755
2017-03-06,2017Q1,AGUAS-A,IAM,0.501,359.96,6140.335714,2210275.2436114396,1107347.8970493313
2017-03-07,2017Q1,AGUAS-A,IAM,0.501,361.66,6140.335714,2220713.81432524,1112577.6209769452
2017-03-08,2017Q1,AGUAS-A,IAM,0.501,357.13,6140.335714,2192898.09354082,1098641.9448639508
2017-03-09,2017Q1,AGUAS-A,IAM,0.501,359.64,6140.335714,2208310.33618296,1106363.478427663
2017-03-10,2017Q1,AGUAS-A,IAM,0.501,357.3,6140.335714,2193941.9506122,1099164.9172567122
2017-03-11,2017Q1,AGUAS-A,IAM,0.501,357.3,6140.335714,2193941.9506122,1099164.9172567122
2017-03-12,2017Q1,AGUAS-A,IAM,0.501,357.3,6140.335714,2193941.9506122,1099164.9172567122
2017-03-13,2017Q1,AGUAS-A,IAM,0.501,359.25,6140.335714,2205915.6052544997,1105163.7182325043
2017-03-14,2017Q1,AGUAS-A,IAM,0.501,363.92,6140.335714,2234590.97303888,1119530.077492479
2017-03-15,2017Q1,AGUAS-A,IAM,0.501,365.13,6140.335714,2242020.7792528197,1123252.4104056626
2017-03-16,2017Q1,AGUAS-A,IAM,0.501,369.98,6140.335714,2271801.40746572,1138172.5051403258
2017-03-17,2017Q1,AGUAS-A,IAM,0.501,378.32,6140.335714,2323011.80732048,1163828.9154675603
2017-03-18,2017Q1,AGUAS-A,IAM,0.501,378.32,6140.335714,2323011.80732048,1163828.9154675603
2017-03-19,2017Q1,AGUAS-A,IAM,0.501,378.32,6140.335714,2323011.80732048,1163828.9154675603
2017-03-20,2017Q1,AGUAS-A,IAM,0.501,378.86,6140.335714,2326327.58860604,1165490.121891626
2017-03-21,2017Q1,AGUAS-A,IAM,0.501,379.3,6140.335714,2329029.3363202,1166843.6974964202
2017-03-22,2017Q1,AGUAS-A,IAM,0.501,384.01,6140.335714,2357950.31753314,1181333.1090841033
2017-03-23,2017Q1,AGUAS-A,IAM,0.501,389.65,6140.335714,2392581.8109600996,1198683.4872910099
2017-03-24,2017Q1,AGUAS-A,IAM,0.501,384.49,6140.335714,2360897.67867586,1182809.737016606
2017-03-25,2017Q1,AGUAS-A,IAM,0.501,384.49,6140.335714,2360897.67867586,1182809.737016606
2017-03-26,2017Q1,AGUAS-A,IAM,0.501,384.49,6140.335714,2360897.67867586,1182809.737016606
2017-03-27,2017Q1,AGUAS-A,IAM,0.501,384.51,6140.335714,2361020.4853901397,1182871.26318046
2017-03-28,2017Q1,AGUAS-A,IAM,0.501,390.06,6140.335714,2395099.3486028397,1199944.7736500227
2017-03-29,2017Q1,AGUAS-A,IAM,0.501,386.58,6140.335714,2373730.9803181197,1189239.221139378
2017-03-30,2017Q1,AGUAS-A,IAM,0.501,389.51,6140.335714,2391722.1639601397,1198252.80414403
2017-03-31,2017Q1,AGUAS-A,IAM,0.501,384.71,6140.335714,2362248.5525329397,1183486.5248190027
2017-04-01,2017Q2,AGUAS-A,IAM,0.501,384.71,6140.335714,2362248.5525329397,1183486.5248190027
2017-04-02,2017Q2,AGUAS-A,IAM,0.501,384.71,6140.335714,2362248.5525329397,1183486.5248190027
2017-04-03,2017Q2,AGUAS-A,IAM,0.501,387.14,6140.335714,2377169.56831796,1190961.953727298
2017-04-04,2017Q2,AGUAS-A,IAM,0.501,388.35,6140.335714,2384599.3745319,1194684.286640482
2017-04-05,2017Q2,AGUAS-A,IAM,0.501,386.61,6140.335714,2373915.19038954,1189331.5103851596
2017-04-06,2017Q2,AGUAS-A,IAM,0.501,383.99,6140.335714,2357827.51081886,1181271.5829202489
2017-04-07,2017Q2,AGUAS-A,IAM,0.501,381.36,6140.335714,2341678.42789104,1173180.8923734112
2017-04-08,2017Q2,AGUAS-A,IAM,0.501,381.36,6140.335714,2341678.42789104,1173180.8923734112
2017-04-09,2017Q2,AGUAS-A,IAM,0.501,381.36,6140.335714,2341678.42789104,1173180.8923734112
2017-04-10,2017Q2,AGUAS-A,IAM,0.501,379.96,6140.335714,2333081.95789144,1168874.0609036114
2017-04-11,2017Q2,AGUAS-A,IAM,0.501,376.47,6140.335714,2311652.1862495802,1158137.7453110397
2017-04-12,2017Q2,AGUAS-A,IAM,0.501,374.54,6140.335714,2299801.33832156,1152200.4704991016
2017-04-13,2017Q2,AGUAS-A,IAM,0.501,378.37,6140.335714,2323318.82410618,1163982.7308771962
2017-04-14,2017Q2,AGUAS-A,IAM,0.501,378.37,6140.335714,2323318.82410618,1163982.7308771962
2017-04-15,2017Q2,AGUAS-A,IAM,0.501,378.37,6140.335714,2323318.82410618,1163982.7308771962
2017-04-16,2017Q2,AGUAS-A,IAM,0.501,378.37,6140.335714,2323318.82410618,1163982.7308771962
2017-04-17,2017Q2,AGUAS-A,IAM,0.501,379.67,6140.335714,2331301.26053438,1167981.9315277245
2017-04-18,2017Q2,AGUAS-A,IAM,0.501,378.73,6140.335714,2325529.34496322,1165090.2018265731
2017-04-19,2017Q2,AGUAS-A,IAM,0.501,378.73,6140.335714,2325529.34496322,1165090.2018265731
2017-04-20,2017Q2,AGUAS-A,IAM,0.501,372.27,6140.335714,2285862.7762507796,1145217.2509016406
2017-04-21,2017Q2,AGUAS-A,IAM,0.501,376.1,6140.335714,2309380.2620354,1156999.5112797355
2017-04-22,2017Q2,AGUAS-A,IAM,0.501,376.1,6140.335714,2309380.2620354,1156999.5112797355
2017-04-23,2017Q2,AGUAS-A,IAM,0.501,376.1,6140.335714,2309380.2620354,1156999.5112797355
2017-04-24,2017Q2,AGUAS-A,IAM,0.501,376.1,6140.335714,2309380.2620354,1156999.5112797355
2017-04-25,2017Q2,AGUAS-A,IAM,0.501,375.77,6140.335714,2307353.9512497797,1155984.3295761396
2017-04-26,2017Q2,AGUAS-A,IAM,0.501,376.85,6140.335714,2313985.5138209,1159306.742424271
2017-04-27,2017Q2,AGUAS-A,IAM,0.501,375.9,6140.335714,2308152.1948925997,1156384.2496411924
2017-04-28,2017Q2,AGUAS-A,IAM,0.501,377.34,6140.335714,2316994.27832076,1160814.1334387008
2017-04-29,2017Q2,AGUAS-A,IAM,0.501,377.34,6140.335714,2316994.27832076,1160814.1334387008
2017-04-30,2017Q2,AGUAS-A,IAM,0.501,377.34,6140.335714,2316994.27832076,1160814.1334387008
2017-05-01,2017Q2,AGUAS-A,IAM,0.501,377.34,6140.335714,2316994.27832076,1160814.1334387008
2017-05-02,2017Q2,AGUAS-A,IAM,0.501,379.23,6140.335714,2328599.51282022,1166628.3559229302
2017-05-03,2017Q2,AGUAS-A,IAM,0.501,383.15,6140.335714,2352669.6288190996,1178687.484038369
2017-05-04,2017Q2,AGUAS-A,IAM,0.501,382.78,6140.335714,2350397.7046049195,1177549.2500070648
2017-05-05,2017Q2,AGUAS-A,IAM,0.501,384.22,6140.335714,2359239.7880330803,1181979.1338045732
2017-05-06,2017Q2,AGUAS-A,IAM,0.501,384.22,6140.335714,2359239.7880330803,1181979.1338045732
2017-05-07,2017Q2,AGUAS-A,IAM,0.501,384.22,6140.335714,2359239.7880330803,1181979.1338045732
2017-05-08,2017Q2,AGUAS-A,IAM,0.501,385.34,6140.335714,2366116.96403276,1185424.5989804128
2017-05-09,2017Q2,AGUAS-A,IAM,0.501,383.05,6140.335714,2352055.5952477,1178379.8532190977
2017-05-10,2017Q2,AGUAS-A,IAM,0.501,387.72,6140.335714,2380730.9630320803,1192746.2124790722
2017-05-11,2017Q2,AGUAS-A,IAM,0.501,386.2,6140.335714,2371397.6527468,1188070.2240261468
2017-05-12,2017Q2,AGUAS-A,IAM,0.501,392.48,6140.335714,2409958.9610307203,1207389.4394763908
2017-05-13,2017Q2,AGUAS-A,IAM,0.501,392.48,6140.335714,2409958.9610307203,1207389.4394763908
2017-05-14,2017Q2,AGUAS-A,IAM,0.501,392.48,6140.335714,2409958.9610307203,1207389.4394763908
2017-05-15,2017Q2,AGUAS-A,IAM,0.501,391.72,6140.335714,2405292.30588808,1205051.4452499282
2017-05-16,2017Q2,AGUAS-A,IAM,0.501,391.84,6140.335714,2406029.14617376,1205420.6022330537
2017-05-17,2017Q2,AGUAS-A,IAM,0.501,372.5,6140.335714,2287275.053465,1145924.801785965
2017-05-18,2017Q2,AGUAS-A,IAM,0.501,368.47,6140.335714,2262529.50053758,1133527.2797693275
2017-05-19,2017Q2,AGUAS-A,IAM,0.501,373.16,6140.335714,2291327.67503624,1147955.165193156
2017-05-20,2017Q2,AGUAS-A,IAM,0.501,373.16,6140.335714,2291327.67503624,1147955.165193156
2017-05-21,2017Q2,AGUAS-A,IAM,0.501,373.16,6140.335714,2291327.67503624,1147955.165193156
2017-05-22,2017Q2,AGUAS-A,IAM,0.501,375.75,6140.335714,2307231.1445355,1155922.8034122856
2017-05-23,2017Q2,AGUAS-A,IAM,0.501,379.88,6140.335714,2332590.73103432,1168627.9562481942
2017-05-24,2017Q2,AGUAS-A,IAM,0.501,378.98,6140.335714,2327064.4288917203,1165859.2788747519
2017-05-25,2017Q2,AGUAS-A,IAM,0.501,375.03,6140.335714,2302810.10282142,1153707.8615135313
2017-05-26,2017Q2,AGUAS-A,IAM,0.501,375.54,6140.335714,2305941.67403556,1155276.7786918154
2017-05-27,2017Q2,AGUAS-A,IAM,0.501,375.54,6140.335714,2305941.67403556,1155276.7786918154
2017-05-28,2017Q2,AGUAS-A,IAM,0.501,375.54,6140.335714,2305941.67403556,1155276.7786918154
2017-05-29,2017Q2,AGUAS-A,IAM,0.501,373.12,6140.335714,2291082.06160768,1147832.1128654475
2017-05-30,2017Q2,AGUAS-A,IAM,0.501,374.12,6140.335714,2297222.39732168,1150908.4210581616
2017-05-31,2017Q2,AGUAS-A,IAM,0.501,373.57,6140.335714,2293845.21267898,1149216.451552169
2017-06-01,2017Q2,AGUAS-A,IAM,0.501,376.44,6140.335714,2311467.97617816,1158045.4560652582
2017-06-02,2017Q2,AGUAS-A,IAM,0.501,374.31,6140.335714,2298389.06110734,1151492.9196147772
2017-06-03,2017Q2,AGUAS-A,IAM,0.501,374.31,6140.335714,2298389.06110734,1151492.9196147772
2017-06-04,2017Q2,AGUAS-A,IAM,0.501,374.31,6140.335714,2298389.06110734,1151492.9196147772
2017-06-05,2017Q2,AGUAS-A,IAM,0.501,374.26,6140.335714,2298082.04432164,1151339.1042051415
2017-06-06,2017Q2,AGUAS-A,IAM,0.501,374.93,6140.335714,2302196.06925002,1153400.2306942602
2017-06-07,2017Q2,AGUAS-A,IAM,0.501,375.49,6140.335714,2305634.65724986,1155122.9632821798
2017-06-08,2017Q2,AGUAS-A,IAM,0.501,378.31,6140.335714,2322950.40396334,1163798.1523856334
2017-06-09,2017Q2,AGUAS-A,IAM,0.501,376.77,6140.335714,2313494.28696378,1159060.6377688537
2017-06-10,2017Q2,AGUAS-A,IAM,0.501,376.77,6140.335714,2313494.28696378,1159060.6377688537
2017-06-11,2017Q2,AGUAS-A,IAM,0.501,376.77,6140.335714,2313494.28696378,1159060.6377688537
2017-06-12,2017Q2,AGUAS-A,IAM,0.501,376.32,6140.335714,2310731.1358924797,1157676.2990821323
2017-06-13,2017Q2,AGUAS-A,IAM,0.501,376.99,6140.335714,2314845.16082086,1159737.4255712507
2017-06-14,2017Q2,AGUAS-A,IAM,0.501,379.79,6140.335714,2332038.10082006,1168351.08851085
2017-06-15,2017Q2,AGUAS-A,IAM,0.501,378.48,6140.335714,2323994.26103472,1164321.1247783948
2017-06-16,2017Q2,AGUAS-A,IAM,0.501,389.92,6140.335714,2394239.70160288,1199514.0905030428
2017-06-17,2017Q2,AGUAS-A,IAM,0.501,389.92,6140.335714,2394239.70160288,1199514.0905030428
2017-06-18,2017Q2,AGUAS-A,IAM,0.501,389.92,6140.335714,2394239.70160288,1199514.0905030428
2017-06-19,2017Q2,AGUAS-A,IAM,0.501,382.63,6140.335714,2349476.65424782,1177087.8037781578
2017-06-20,2017Q2,AGUAS-A,IAM,0.501,384.22,6140.335714,2359239.7880330803,1181979.1338045732
2017-06-21,2017Q2,AGUAS-A,IAM,0.501,379.13,6140.335714,2327985.47924882,1166320.7251036589
2017-06-22,2017Q2,AGUAS-A,IAM,0.501,382.6,6140.335714,2349292.4441764,1176995.5145323765
2017-06-23,2017Q2,AGUAS-A,IAM,0.501,381.49,6140.335714,2342476.67153386,1173580.8124384638
2017-06-24,2017Q2,AGUAS-A,IAM,0.501,381.49,6140.335714,2342476.67153386,1173580.8124384638
2017-06-25,2017Q2,AGUAS-A,IAM,0.501,381.49,6140.335714,2342476.67153386,1173580.8124384638
2017-06-26,2017Q2,AGUAS-A,IAM,0.501,381.49,6140.335714,2342476.67153386,1173580.8124384638
2017-06-27,2017Q2,AGUAS-A,IAM,0.501,385.55,6140.335714,2367406.4345327,1186070.6237008828
2017-06-28,2017Q2,AGUAS-A,IAM,0.501,384.53,6140.335714,2361143.29210442,1182932.7893443143
2017-06-29,2017Q2,AGUAS-A,IAM,0.501,386.17,6140.335714,2371213.44267538,1187977.9347803653
2017-06-30,2017Q2,AGUAS-A,IAM,0.501,388.94,6140.335714,2388222.17260316,1196499.3084741833
2017-07-01,2017Q3,AGUAS-A,IAM,0.501,388.94,6140.335714,2388222.17260316,1196499.3084741833
2017-07-02,2017Q3,AGUAS-A,IAM,0.501,388.94,6140.335714,2388222.17260316,1196499.3084741833
2017-07-03,2017Q3,AGUAS-A,IAM,0.501,387.57,6140.335714,2379809.91267498,1192284.766250165
2017-07-04,2017Q3,AGUAS-A,IAM,0.501,388.78,6140.335714,2387239.71888892,1196007.0991633488
2017-07-05,2017Q3,AGUAS-A,IAM,0.501,388.75,6140.335714,2387055.5088175,1195914.8099175675
2017-07-06,2017Q3,AGUAS-A,IAM,0.501,388.91,6140.335714,2388037.9625317403,1196407.0192284018
2017-07-07,2017Q3,AGUAS-A,IAM,0.501,387.28,6140.335714,2378029.21531792,1191392.6368742778
2017-07-08,2017Q3,AGUAS-A,IAM,0.501,387.28,6140.335714,2378029.21531792,1191392.6368742778
2017-07-09,2017Q3,AGUAS-A,IAM,0.501,387.28,6140.335714,2378029.21531792,1191392.6368742778
2017-07-10,2017Q3,AGUAS-A,IAM,0.501,393.52,6140.335714,2416344.9101732797,1210588.799996813
2017-07-11,2017Q3,AGUAS-A,IAM,0.501,394.86,6140.335714,2424572.9600300402,1214711.0529750502
2017-07-12,2017Q3,AGUAS-A,IAM,0.501,403.78,6140.335714,2479344.75459892,1242151.722054059
2017-07-13,2017Q3,AGUAS-A,IAM,0.501,406.77,6140.335714,2497704.35838378,1251349.8835502737
2017-07-14,2017Q3,AGUAS-A,IAM,0.501,405.37,6140.335714,2489107.88838418,1247043.0520804743
2017-07-15,2017Q3,AGUAS-A,IAM,0.501,405.37,6140.335714,2489107.88838418,1247043.0520804743
2017-07-16,2017Q3,AGUAS-A,IAM,0.501,405.37,6140.335714,2489107.88838418,1247043.0520804743
2017-07-17,2017Q3,AGUAS-A,IAM,0.501,405.3,6140.335714,2488678.0648842,1246827.7105069843
2017-07-18,2017Q3,AGUAS-A,IAM,0.501,405.53,6140.335714,2490090.3420984196,1247535.2613913082
2017-07-19,2017Q3,AGUAS-A,IAM,0.501,405.68,6140.335714,2491011.39245552,1247996.7076202156
2017-07-20,2017Q3,AGUAS-A,IAM,0.501,407.24,6140.335714,2500590.31616936,1252795.7484008495
2017-07-21,2017Q3,AGUAS-A,IAM,0.501,406.26,6140.335714,2494572.78716964,1249780.9663719896
2017-07-22,2017Q3,AGUAS-A,IAM,0.501,406.26,6140.335714,2494572.78716964,1249780.9663719896
2017-07-23,2017Q3,AGUAS-A,IAM,0.501,406.26,6140.335714,2494572.78716964,1249780.9663719896
2017-07-24,2017Q3,AGUAS-A,IAM,0.501,408.22,6140.335714,2506607.84516908,1255810.530429709
2017-07-25,2017Q3,AGUAS-A,IAM,0.501,405.41,6140.335714,2489353.50181274,1247166.104408183
2017-07-26,2017Q3,AGUAS-A,IAM,0.501,405.86,6140.335714,2492116.65288404,1248550.443094904
2017-07-27,2017Q3,AGUAS-A,IAM,0.501,408.77,6140.335714,2509985.02981178,1257502.4999357017
2017-07-28,2017Q3,AGUAS-A,IAM,0.501,407.47,6140.335714,2502002.59338358,1253503.2992851736
2017-07-29,2017Q3,AGUAS-A,IAM,0.501,407.47,6140.335714,2502002.59338358,1253503.2992851736
2017-07-30,2017Q3,AGUAS-A,IAM,0.501,407.47,6140.335714,2502002.59338358,1253503.2992851736
2017-07-31,2017Q3,AGUAS-A,IAM,0.501,409.28,6140.335714,2513116.60102592,1259071.4171139859
2017-08-01,2017Q3,AGUAS-A,IAM,0.501,408.18,6140.335714,2506362.23174052,1255687.4781020004
2017-08-02,2017Q3,AGUAS-A,IAM,0.501,412.58,6140.335714,2533379.70888212,1269223.2341499422
2017-08-03,2017Q3,AGUAS-A,IAM,0.501,415.94,6140.335714,2554011.2368811597,1279559.629677461
2017-08-04,2017Q3,AGUAS-A,IAM,0.501,413.46,6140.335714,2538783.20431044,1271930.3853595303
2017-08-05,2017Q3,AGUAS-A,IAM,0.501,413.46,6140.335714,2538783.20431044,1271930.3853595303
2017-08-06,2017Q3,AGUAS-A,IAM,0.501,413.46,6140.335714,2538783.20431044,1271930.3853595303
2017-08-07,2017Q3,AGUAS-A,IAM,0.501,407.49,6140.335714,2502125.40009786,1253564.8254490278
2017-08-08,2017Q3,AGUAS-A,IAM,0.501,407.84,6140.335714,2504274.5175977596,1254641.5333164777
2017-08-09,2017Q3,AGUAS-A,IAM,0.501,409.18,6140.335714,2512502.56745452,1258763.7862947145
2017-08-10,2017Q3,AGUAS-A,IAM,0.501,408.09,6140.335714,2505809.60152626,1255410.6103646562
2017-08-11,2017Q3,AGUAS-A,IAM,0.501,398.46,6140.335714,2446678.16860044,1225785.7624688204
2017-08-12,2017Q3,AGUAS-A,IAM,0.501,398.46,6140.335714,2446678.16860044,1225785.7624688204
2017-08-13,2017Q3,AGUAS-A,IAM,0.501,398.46,6140.335714,2446678.16860044,1225785.7624688204
2017-08-14,2017Q3,AGUAS-A,IAM,0.501,395.74,6140.335714,2429976.45545836,1217418.2041846383
2017-08-15,2017Q3,AGUAS-A,IAM,0.501,395.74,6140.335714,2429976.45545836,1217418.2041846383
2017-08-16,2017Q3,AGUAS-A,IAM,0.501,398.86,6140.335714,2449134.30288604,1227016.285745906
2017-08-17,2017Q3,AGUAS-A,IAM,0.501,400.68,6140.335714,2460309.71388552,1232615.1666566455
2017-08-18,2017Q3,AGUAS-A,IAM,0.501,403.65,6140.335714,2478546.5109560997,1241751.8019890059
2017-08-19,2017Q3,AGUAS-A,IAM,0.501,403.65,6140.335714,2478546.5109560997,1241751.8019890059
2017-08-20,2017Q3,AGUAS-A,IAM,0.501,403.65,6140.335714,2478546.5109560997,1241751.8019890059
2017-08-21,2017Q3,AGUAS-A,IAM,0.501,403.61,6140.335714,2478300.89752754,1241628.7496612975
2017-08-22,2017Q3,AGUAS-A,IAM,0.501,407.28,6140.335714,2500835.92959792,1252918.8007285579
2017-08-23,2017Q3,AGUAS-A,IAM,0.501,414.4,6140.335714,2544555.1198815997,1274822.1150606815
2017-08-24,2017Q3,AGUAS-A,IAM,0.501,413.74,6140.335714,2540502.49831036,1272791.7516534904
2017-08-25,2017Q3,AGUAS-A,IAM,0.501,410.54,6140.335714,2520853.4240255603,1262947.5654368056
2017-08-26,2017Q3,AGUAS-A,IAM,0.501,410.54,6140.335714,2520853.4240255603,1262947.5654368056
2017-08-27,2017Q3,AGUAS-A,IAM,0.501,410.54,6140.335714,2520853.4240255603,1262947.5654368056
2017-08-28,2017Q3,AGUAS-A,IAM,0.501,407.77,6140.335714,2503844.6940977797,1254426.1917429876
2017-08-29,2017Q3,AGUAS-A,IAM,0.501,408.27,6140.335714,2506914.86195478,1255964.3458393447
2017-08-30,2017Q3,AGUAS-A,IAM,0.501,404.57,6140.335714,2484195.61981298,1244582.0055263028
2017-08-31,2017Q3,AGUAS-A,IAM,0.501,401.38,6140.335714,2464607.9488853198,1234768.5823915452
2017-09-01,2017Q3,AGUAS-A,IAM,0.501,406.74,6140.335714,2497520.14831236,1251257.5943044925
2017-09-02,2017Q3,AGUAS-A,IAM,0.501,406.74,6140.335714,2497520.14831236,1251257.5943044925
2017-09-03,2017Q3,AGUAS-A,IAM,0.501,406.74,6140.335714,2497520.14831236,1251257.5943044925
2017-09-04,2017Q3,AGUAS-A,IAM,0.501,408.8,6140.335714,2510169.2398832,1257594.7891814832
2017-09-05,2017Q3,AGUAS-A,IAM,0.501,413.39,6140.335714,2538353.38081046,1271715.0437860405
2017-09-06,2017Q3,AGUAS-A,IAM,0.501,404.87,6140.335714,2486037.72052718,1245504.8979841173
2017-09-07,2017Q3,AGUAS-A,IAM,0.501,404.2,6140.335714,2481923.6955987997,1243443.7714949986
