Holding,pct_holding,eqy_shares,eqy_shares_total,Date,ID
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2018-12-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2018-12-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2018-12-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2018-12-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2018-12-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2018-12-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2018-12-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2018-12-01,ALMENDRAL
INVERSIONES TEVAL SA,0.0965,1738677957,18048204643,2019-03-01,ALMENDRAL
INVERSIONES HUILDAD SPA,0.08470000000000001,1526191700,18048204643,2019-03-01,ALMENDRAL
INVERSIONES NILO SA,0.0702,1265122557,18048204643,2019-03-01,ALMENDRAL
CONSORCIO C DE B S A,0.0533,960099678,18048204643,2019-03-01,ALMENDRAL
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2019-03-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2019-03-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2019-03-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2019-03-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2019-03-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2019-03-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2019-03-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2019-03-01,ALMENDRAL
INVERSIONES TEVAL SA,0.0965,1738677957,18048204643,2019-06-01,ALMENDRAL
INVERSIONES HUILDAD SPA,0.08470000000000001,1526191700,18048204643,2019-06-01,ALMENDRAL
INVERSIONES NILO SA,0.0702,1265122557,18048204643,2019-06-01,ALMENDRAL
CONSORCIO C DE B S A,0.0533,960099678,18048204643,2019-06-01,ALMENDRAL
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2019-06-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2019-06-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2019-06-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2019-06-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2019-06-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2019-06-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2019-06-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2019-06-01,ALMENDRAL
INVERSIONES TEVAL SA,0.0965,1738677957,18048204643,2019-09-01,ALMENDRAL
INVERSIONES HUILDAD SPA,0.08470000000000001,1526191700,18048204643,2019-09-01,ALMENDRAL
INVERSIONES NILO SA,0.0702,1265122557,18048204643,2019-09-01,ALMENDRAL
CONSORCIO C DE B S A,0.0533,960099678,18048204643,2019-09-01,ALMENDRAL
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2019-09-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2019-09-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2019-09-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2019-09-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2019-09-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2019-09-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2019-09-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2019-09-01,ALMENDRAL
INVERSIONES TEVAL SA,0.0965,1738677957,18048204643,2019-12-01,ALMENDRAL
INVERSIONES HUILDAD SPA,0.08470000000000001,1526191700,18048204643,2019-12-01,ALMENDRAL
INVERSIONES NILO SA,0.0702,1265122557,18048204643,2019-12-01,ALMENDRAL
CONSORCIO C DE B S A,0.0533,960099678,18048204643,2019-12-01,ALMENDRAL
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2019-12-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2019-12-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2019-12-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2019-12-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2019-12-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2019-12-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2019-12-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2019-12-01,ALMENDRAL
INVERSIONES TEVAL SA,0.0965,1738677957,18048204643,2020-03-01,ALMENDRAL
INVERSIONES HUILDAD SPA,0.08470000000000001,1526191700,18048204643,2020-03-01,ALMENDRAL
INVERSIONES NILO SA,0.0702,1265122557,18048204643,2020-03-01,ALMENDRAL
CONSORCIO C DE B S A,0.0533,960099678,18048204643,2020-03-01,ALMENDRAL
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2020-03-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2020-03-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2020-03-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2020-03-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2020-03-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2020-03-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2020-03-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2020-03-01,ALMENDRAL
INVERSIONES TEVAL SA,0.0965,1738677957,18048204643,2020-06-01,ALMENDRAL
INVERSIONES HUILDAD SPA,0.08470000000000001,1526191700,18048204643,2020-06-01,ALMENDRAL
INVERSIONES NILO SA,0.0702,1265122557,18048204643,2020-06-01,ALMENDRAL
CONSORCIO C DE B S A,0.0533,960099678,18048204643,2020-06-01,ALMENDRAL
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2020-06-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2020-06-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2020-06-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2020-06-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2020-06-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2020-06-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2020-06-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2020-06-01,ALMENDRAL
INVERSIONES TEVAL SA,0.0965,1738677957,18048204643,2020-09-01,ALMENDRAL
INVERSIONES HUILDAD SPA,0.08470000000000001,1526191700,18048204643,2020-09-01,ALMENDRAL
INVERSIONES NILO SA,0.0702,1265122557,18048204643,2020-09-01,ALMENDRAL
CONSORCIO C DE B S A,0.0533,960099678,18048204643,2020-09-01,ALMENDRAL
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2020-09-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2020-09-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2020-09-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2020-09-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2020-09-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2020-09-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2020-09-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2020-09-01,ALMENDRAL
INVERSIONES TEVAL SA,0.0965,1738677957,18048204643,2020-12-01,ALMENDRAL
INVERSIONES HUILDAD SPA,0.08470000000000001,1526191700,18048204643,2020-12-01,ALMENDRAL
INVERSIONES NILO SA,0.0702,1265122557,18048204643,2020-12-01,ALMENDRAL
CONSORCIO C DE B S A,0.0533,960099678,18048204643,2020-12-01,ALMENDRAL
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2020-12-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2020-12-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2020-12-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2020-12-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2020-12-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2020-12-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2020-12-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2020-12-01,ALMENDRAL
INVERSIONES TEVAL SA,0.0965,1738677957,18048204643,2021-03-01,ALMENDRAL
INVERSIONES HUILDAD SPA,0.08470000000000001,1526191700,18048204643,2021-03-01,ALMENDRAL
INVERSIONES NILO SA,0.0702,1265122557,18048204643,2021-03-01,ALMENDRAL
CONSORCIO C DE B S A,0.0533,960099678,18048204643,2021-03-01,ALMENDRAL
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2021-03-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2021-03-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2021-03-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2021-03-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2021-03-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2021-03-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2021-03-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2021-03-01,ALMENDRAL
INVERSIONES TEVAL SA,0.0965,1738677957,18048204643,2021-06-01,ALMENDRAL
INVERSIONES HUILDAD SPA,0.08470000000000001,1526191700,18048204643,2021-06-01,ALMENDRAL
INVERSIONES NILO SA,0.0702,1265122557,18048204643,2021-06-01,ALMENDRAL
CONSORCIO C DE B S A,0.0533,960099678,18048204643,2021-06-01,ALMENDRAL
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2021-06-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2021-06-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2021-06-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2021-06-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2021-06-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2021-06-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2021-06-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2021-06-01,ALMENDRAL
INVERSIONES TEVAL SA,0.0965,1738677957,18048204643,2021-09-01,ALMENDRAL
INVERSIONES HUILDAD SPA,0.08470000000000001,1526191700,18048204643,2021-09-01,ALMENDRAL
INVERSIONES NILO SA,0.0702,1265122557,18048204643,2021-09-01,ALMENDRAL
CONSORCIO C DE B S A,0.0533,960099678,18048204643,2021-09-01,ALMENDRAL
INVERSIONES EL RAULI SA,0.0525,946366424,18048204643,2021-09-01,ALMENDRAL
PIONERO FONDO DE INVERSION,0.051399999999999994,925881067,18048204643,2021-09-01,ALMENDRAL
FORESTAL CANADA S A,0.043,774109283,18048204643,2021-09-01,ALMENDRAL
CIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS SA,0.0417,750424284,18048204643,2021-09-01,ALMENDRAL
FORESTAL Y PESQUERA COPAHUE S A,0.0336,606020425,18048204643,2021-09-01,ALMENDRAL
INVERSIONES MARCHIGUE SPA,0.028900000000000002,520609410,18048204643,2021-09-01,ALMENDRAL
FORESTAL OHIGGINS SA,0.027999999999999997,505349730,18048204643,2021-09-01,ALMENDRAL
INVERSIONES GREEN LIMITADA,0.024300000000000002,438537590,18048204643,2021-09-01,ALMENDRAL
